Application_ID,Applicant_Name,Business_Name,Application_Date,Business_Address,Premises_Type,Applicant_Type,Seating_Capacity,Area_Type,Previous_Licenses_Held,Compliance_History,Tax_Compliance_Status,Premises_Ownership,Business_Longevity,Licensed_Areas,Automated_Liquor_Dispensers,Lineups_on_Public_Property,Ancillary_Areas,Proximity_to_Residential_Area,Proximity_to_School,Fire_Safety_Certificate,Municipal_Approval,Is_Renewal,Risk_Score,Risk_Classification,Licensing_Decision,Application_Status
LSL-00001,Susan Campos,Jones Group,2022-12-05 1:45:59,"17224 Gabriel Walks, Mississauga, ON, S3M6G5",Auditorium,Sole Proprietor,107,Outdoor,Yes,Severe,Non-Compliant,Yes,More than 5 years,VIP Rooms,Yes,Yes,Yes,Yes,No,Expired,Pending,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00002,Christopher Rodriguez,"Parsons, Zhang and Lozano",2022-10-22 13:34:57,"3352 Murphy Freeway, Toronto, ON, Y4C5P8",Live Theatre,Municipality,226,Indoor,Yes,Severe,Compliant,Yes,More than 5 years,VIP Rooms,Yes,Yes,Yes,Yes,Yes,Expired,Pending,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00003,Morgan Shelton,Martinez Inc,2024-04-11 18:57:32,"02951 Christy Unions Suite 037, London, ON, H3V 5R7",Medical Facility,Limited Partnership,276,Outdoor,No,Minor,Non-Compliant,Yes,More than 5 years,None,No,No,No,No,Yes,Valid,Approved,No,7,Moderate,Conditional Approval,Human Reviewed
LSL-00004,Morgan Hebert,Morgan and Sons,2023-02-18 2:24:55,"7273 Johnson Flat Apt. 124, Kitchener, ON, L3K 1G9",Golf Course,Limited Partnership,97,Indoor,Yes,Minor,Non-Compliant,No,1-5 years,None,No,Yes,Yes,Yes,Yes,Expired,Pending,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00005,Mary Ford,Beltran-Lambert,2023-02-07 15:44:43,"5322 Franklin Isle Apt. 095, London, ON, R4G3E2",Big Box Retail Store,Provincial Government,236,Indoor,Yes,Multiple,Compliant,No,More than 5 years,VIP Rooms,Yes,No,No,Yes,Yes,Expired,Approved,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00006,Katherine Lester,"Goodman, Carter and Castro",2023-07-25 21:33:57,"220 Renee Circle Suite 989, Markham, ON, K3B8T2",Adult Entertainment,Federal Government,198,Both,No,Severe,Non-Compliant,Yes,1-5 years,VIP Rooms,Yes,No,Yes,No,No,Valid,Pending,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00008,Michael Brady,"Franco, Maxwell and Brown",2023-10-25 21:08:46,"88613 Diana Trace Apt. 234, Windsor, ON, V7B5C9",Historical Site / Landmark,Limited Partnership,63,Both,No,Severe,Non-Compliant,No,More than 5 years,Outdoor Seating,No,Yes,No,No,Yes,Expired,Pending,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00009,Amy Anderson,"Gould, Mueller and Castillo",2024-08-10 2:18:28,"0733 Barker Fort, Kitchener, ON, N1N4E1",Hair Salon / Barber Shop,Federal Government,179,Indoor,No,None,Non-Compliant,No,Less than 1 year,None,Yes,No,No,No,No,Expired,Approved,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00010,Matthew Mitchell,"Valdez, Silva and Ramos",2024-01-02 20:05:01,"31597 Lee Loaf, London, ON, E9H2Y6",Funeral Home,Sole Proprietor,68,Outdoor,Yes,Severe,Non-Compliant,Yes,1-5 years,VIP Rooms,Yes,Yes,No,No,Yes,Valid,Pending,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00011,Charles Cruz,"Baker, Farley and Smith",2024-05-06 20:11:06,"237 Bennett Hill, Richmond Hill, ON, S5M3K8",Bingo Hall,Federal Government,84,Both,No,Minor,Compliant,No,More than 5 years,Outdoor Seating,Yes,Yes,Yes,No,No,Expired,Approved,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00012,Robert Ayers,Thomas-Oliver,2024-02-02 1:35:02,"135 Shaffer Parkways Suite 476, London, ON, T4X9C5",Live Theatre,Federal Government,167,Both,Yes,Minor,Non-Compliant,No,More than 5 years,None,Yes,No,Yes,Yes,Yes,Valid,Approved,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00015,Brooke Smith,"Jackson, Chavez and Nash",2024-01-23 5:52:21,"17618 Jones Meadows Suite 918, Ottawa, ON, V8L 3L9",Bowling Alley,Estate/Trust,300,Indoor,No,Severe,Non-Compliant,Yes,More than 5 years,None,Yes,Yes,No,No,Yes,Valid,Pending,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00016,Mark Petersen,"Garrett, Jones and Obrien",2023-06-17 13:45:27,"50004 Nathan Park, Kitchener, ON, N8S1N9",Retirement Residence,Federal Government,121,Both,No,Severe,Compliant,No,More than 5 years,Outdoor Seating,Yes,Yes,No,Yes,Yes,Expired,Approved,No,12,Moderate,Conditional Approval,Human Reviewed
LSL-00017,Alex Sherman,Nelson Group,2023-11-25 21:37:58,"364 Jessica Squares Apt. 825, London, ON, T5C8G8",Convenient Store,Municipality,138,Both,No,Multiple,Compliant,No,More than 5 years,VIP Rooms,Yes,No,Yes,Yes,Yes,Valid,Pending,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00018,Devon Watson,Munoz-Johnston,2023-12-06 11:09:22,"0105 Larson Dam, Brampton, ON, T4X 2R5",Motion Picture Theatre,Federal Government,151,Indoor,Yes,Multiple,Non-Compliant,Yes,1-5 years,VIP Rooms,Yes,Yes,Yes,Yes,No,Expired,Approved,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00019,Brandon Stephenson,"Hickman, Patton and Smith",2023-12-09 12:43:37,"2549 Barker Ridge Suite 902, Windsor, ON, T9B 6T9",Place of Worship,Partnership,90,Both,No,Severe,Non-Compliant,No,More than 5 years,None,No,Yes,Yes,Yes,No,Expired,Pending,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00020,Steven Washington,"Rangel, Austin and Brock",2023-09-10 16:08:24,"42663 David Summit, Windsor, ON, L7S2B4",Live Theatre,Estate/Trust,137,Outdoor,No,Severe,Compliant,Yes,Less than 1 year,Outdoor Seating,Yes,No,Yes,No,No,Valid,Pending,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00021,Kimberly Vega,Fisher and Sons,2023-05-19 1:37:53,"020 Yesenia Hill, London, ON, V4E 4M4",Restaurant / Club,Association,235,Outdoor,Yes,None,Non-Compliant,No,Less than 1 year,Outdoor Seating,No,Yes,No,Yes,No,Valid,Approved,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00023,Ryan Gill,"Morrison, Hays and Ferguson",2024-08-21 15:41:58,"48426 Ross Ville Apt. 556, Mississauga, ON, P8P9P8",Bowling Alley,Association,145,Outdoor,No,Multiple,Compliant,Yes,1-5 years,Outdoor Seating,Yes,No,Yes,Yes,Yes,Expired,Pending,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00024,Jenna Tyler,Rivera LLC,2024-04-20 0:51:48,"026 Harrison Ports Suite 409, Vaughan, ON, L5L 9A4",Auditorium,Limited Partnership,178,Indoor,No,None,Non-Compliant,Yes,Less than 1 year,Outdoor Seating,No,No,No,No,Yes,Valid,Pending,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00026,Lindsay Martinez,"Walker, Ramos and Chaney",2023-09-14 23:04:45,"41247 Natalie River Suite 737, Ottawa, ON, C1C3X5",General Store,Partnership,70,Outdoor,No,None,Compliant,Yes,More than 5 years,VIP Rooms,No,No,No,Yes,Yes,Expired,Pending,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00027,Jessica Chase,"Wood, Mills and Carroll",2023-02-01 22:38:32,"299 Thompson Spur, Mississauga, ON, S4M1T4",Karaoke Bar / Restaurant,Federal Government,220,Outdoor,No,Multiple,Non-Compliant,Yes,Less than 1 year,VIP Rooms,No,No,No,No,No,Valid,Approved,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00028,Patrick Trevino,Hines-Miles,2023-09-12 16:11:10,"323 Drew Skyway, Vaughan, ON, E7Y7M9",Golf Course,Sole Proprietor,246,Indoor,Yes,None,Compliant,No,Less than 1 year,VIP Rooms,Yes,Yes,Yes,Yes,No,Expired,Approved,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00029,Martin Cuevas,Martin Inc,2023-10-07 7:29:28,"7294 Manuel Centers, Toronto, ON, N6C7S7",Laundromat,First Nations,223,Outdoor,Yes,Minor,Non-Compliant,Yes,More than 5 years,VIP Rooms,No,Yes,Yes,Yes,Yes,Valid,Approved,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00031,Randall Davenport,Spears-Wong,2023-03-18 4:56:45,"9367 Ariel Causeway Suite 663, Vaughan, ON, B7X 3C8",Museum,Sole Proprietor,220,Both,No,None,Non-Compliant,Yes,More than 5 years,Outdoor Seating,Yes,No,Yes,No,Yes,Expired,Approved,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00034,Mark White,Jackson-Russell,2024-04-14 15:54:14,"455 Anna Ford Suite 282, Toronto, ON, X2V8Y2",Hotel / Motel,Limited Partnership,119,Outdoor,No,Minor,Non-Compliant,Yes,1-5 years,Outdoor Seating,No,No,No,No,No,Expired,Pending,No,7,Moderate,Conditional Approval,Human Reviewed
LSL-00035,Jeffrey Brennan,Miller-Ferguson,2022-11-23 15:57:51,"7343 Jeffrey Loaf Suite 535, Brampton, ON, G7R5X1",Social Club,Federal Government,179,Indoor,No,None,Non-Compliant,Yes,More than 5 years,None,Yes,Yes,Yes,No,Yes,Valid,Approved,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00036,Dawn Mitchell,Mendez Group,2023-03-19 20:42:28,"27026 Daniel Valley Apt. 852, Ottawa, ON, K3Y 4X5",Bingo Hall,Corporation,223,Outdoor,Yes,Multiple,Compliant,Yes,Less than 1 year,None,Yes,No,Yes,Yes,No,Valid,Approved,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00037,Steven Trevino,"Rowland, Young and Robinson",2023-12-11 5:35:25,"365 Rebecca Trafficway, Markham, ON, X9S1H7",Athletic Club,Estate/Trust,143,Indoor,Yes,Minor,Compliant,No,Less than 1 year,Outdoor Seating,Yes,No,Yes,No,Yes,Valid,Pending,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00038,Autumn Hernandez,"Thompson, Dickerson and Gutierrez",2024-09-15 12:43:00,"48763 Alan Shoals, Vaughan, ON, E3N 6R7",Big Box Retail Store,Provincial Government,266,Indoor,Yes,Minor,Compliant,No,1-5 years,VIP Rooms,Yes,Yes,No,Yes,Yes,Expired,Approved,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00043,Amanda Morrow,Burns Inc,2022-10-22 7:31:58,"06784 Olivia Plaza, Mississauga, ON, X2X8K9",Place of Worship,First Nations,135,Both,No,Multiple,Non-Compliant,No,More than 5 years,None,Yes,Yes,No,Yes,Yes,Expired,Pending,Yes,11,Moderate,Conditional Approval,Human Reviewed
LSL-00045,Angela Gordon,"Davis, Rose and Joseph",2024-01-24 19:23:59,"96431 Rebecca Hill, Windsor, ON, X3A1L8",Golf Course,Corporation,192,Indoor,No,Minor,Compliant,Yes,Less than 1 year,Outdoor Seating,Yes,No,Yes,No,No,Expired,Pending,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00047,Richard Joyce,Palmer and Sons,2023-06-03 18:34:52,"0209 Gray Springs, Kitchener, ON, E1X 1B7",Restaurant (Franchise),First Nations,50,Outdoor,No,Multiple,Non-Compliant,Yes,1-5 years,None,Yes,No,No,No,Yes,Expired,Pending,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00049,Kristina Garcia,Madden-Smith,2024-08-03 2:34:08,"85443 Peterson Prairie, Ottawa, ON, L4G 6A7",Medical Facility,Partnership,240,Both,No,None,Non-Compliant,Yes,Less than 1 year,None,No,No,Yes,Yes,No,Valid,Pending,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00051,Amy Bell,Lewis-Jones,2023-10-03 11:51:28,"756 Case Crossing, Richmond Hill, ON, X3B3R8",Social Club,Provincial Government,82,Indoor,No,None,Compliant,Yes,1-5 years,Outdoor Seating,No,Yes,Yes,Yes,No,Valid,Pending,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00053,Colleen Scott,Esparza-Hill,2024-02-22 19:28:23,"00730 Diaz Lake Suite 034, Mississauga, ON, K7G1P5",Internet Cafe,Partnership,76,Both,Yes,Multiple,Compliant,No,Less than 1 year,Outdoor Seating,Yes,No,No,No,Yes,Valid,Pending,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00056,Rebecca Lowe,Jones-Mckenzie,2023-02-20 7:58:25,"638 Jones Trafficway Suite 584, Brampton, ON, V6S 7P7",Golf Course,Corporation,286,Both,No,Severe,Non-Compliant,Yes,1-5 years,VIP Rooms,Yes,No,Yes,Yes,No,Expired,Approved,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00057,Carl Garner,Zimmerman-Castillo,2024-09-16 1:50:22,"6714 Wilson Hollow, Markham, ON, X1K8J4",Auditorium,Limited Partnership,88,Indoor,Yes,Multiple,Non-Compliant,Yes,Less than 1 year,Outdoor Seating,Yes,No,Yes,Yes,No,Expired,Pending,No,12,Moderate,Conditional Approval,Human Reviewed
LSL-00058,Crystal Frazier,"Hodges, Robinson and Thompson",2022-10-30 20:54:18,"43023 John Village Apt. 560, Brampton, ON, S1V1P8",Other,Provincial Government,251,Outdoor,Yes,None,Non-Compliant,No,More than 5 years,None,No,No,Yes,No,Yes,Expired,Approved,No,7,Moderate,Conditional Approval,Human Reviewed
LSL-00059,Eric Ingram,Roberts Ltd,2023-08-01 14:50:04,"1021 Davenport Greens, Markham, ON, C9V 1E3",Bingo Hall,Association,266,Both,No,Severe,Non-Compliant,No,More than 5 years,Outdoor Seating,No,No,No,Yes,No,Valid,Approved,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00060,Christine Daniels,"Henson, Jackson and Evans",2024-06-28 1:55:41,"7673 Carlson Extension, Mississauga, ON, Y1X 1H5",Big Box Retail Store,First Nations,188,Outdoor,No,None,Non-Compliant,Yes,1-5 years,Outdoor Seating,Yes,No,Yes,No,Yes,Expired,Approved,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00061,Michelle Wilson,Lowery Ltd,2024-09-01 6:19:00,"67175 Lopez Locks Apt. 057, Ottawa, ON, M6K 8G4",Restaurant (Franchise),Limited Partnership,231,Indoor,Yes,Severe,Compliant,No,Less than 1 year,Outdoor Seating,Yes,Yes,Yes,No,Yes,Expired,Approved,Yes,12,Moderate,Conditional Approval,Human Reviewed
LSL-00062,Krista Williams,Orozco-Bryan,2024-07-08 3:01:01,"224 Davis Inlet, Brampton, ON, B1X1H5",Bowling Alley,Municipality,229,Indoor,Yes,Multiple,Non-Compliant,Yes,1-5 years,Outdoor Seating,No,No,Yes,Yes,Yes,Expired,Approved,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00063,Rachel Fernandez,Tucker-Taylor,2024-07-14 22:55:33,"54172 Joseph Haven Suite 239, Vaughan, ON, P1B 9X2",Medical Facility,Limited Partnership,210,Both,Yes,None,Non-Compliant,No,Less than 1 year,None,Yes,Yes,Yes,Yes,Yes,Valid,Approved,Yes,12,Moderate,Conditional Approval,Human Reviewed
LSL-00064,Jonathan Sweeney,Moore-Wade,2023-05-22 2:14:10,"8132 Spencer Ridges, Richmond Hill, ON, E3Y4R4",Retirement Residence,Partnership,110,Outdoor,Yes,Multiple,Compliant,No,1-5 years,None,No,No,No,No,Yes,Expired,Pending,No,7,Moderate,Conditional Approval,Human Reviewed
LSL-00066,Heather Mclaughlin,Ware Ltd,2024-07-18 14:45:38,"8665 Wheeler Gateway Suite 094, Markham, ON, B5M 2J9",Bar / Sports Bar,Federal Government,215,Outdoor,No,Multiple,Non-Compliant,Yes,Less than 1 year,None,No,No,Yes,Yes,Yes,Valid,Approved,Yes,11,Moderate,Conditional Approval,Human Reviewed
LSL-00067,Michael Price,Smith-Thompson,2024-08-08 23:22:29,"45077 Rosario Mountain Apt. 497, Brampton, ON, A2M9E4",Speciality Food Store,Estate/Trust,106,Indoor,Yes,Multiple,Non-Compliant,No,More than 5 years,None,Yes,Yes,No,Yes,Yes,Valid,Approved,No,12,Moderate,Conditional Approval,Human Reviewed
LSL-00068,Amanda Williams,Berry-Martinez,2023-05-19 13:47:52,"851 Ramirez Brooks Apt. 947, Kitchener, ON, Y3L 7C6",Athletic Club,Estate/Trust,221,Indoor,Yes,Severe,Non-Compliant,No,Less than 1 year,VIP Rooms,Yes,No,No,No,No,Expired,Pending,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00070,Alice Ford,Gibson-Wood,2024-06-24 1:47:51,"0184 Cole Islands Apt. 031, Windsor, ON, X7J5L7",Bingo Hall,Federal Government,176,Indoor,No,Minor,Compliant,Yes,Less than 1 year,None,Yes,No,No,No,Yes,Expired,Pending,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00071,Nicole Valencia,Price-Charles,2023-11-09 10:37:15,"623 Green Camp, Kitchener, ON, T5H 4N2",Boat,Estate/Trust,193,Outdoor,No,None,Compliant,Yes,Less than 1 year,None,No,No,Yes,No,Yes,Expired,Pending,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00072,Peter Riley,Cortez LLC,2023-12-10 2:33:31,"19644 Wallace Corner Apt. 154, Toronto, ON, A8S5V7",Speciality Food Store,Federal Government,291,Outdoor,No,None,Compliant,No,1-5 years,Outdoor Seating,Yes,No,No,No,No,Expired,Pending,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00073,Carolyn Levine,Brown-Torres,2023-11-23 3:26:38,"42375 Jennifer Cliffs, Markham, ON, N3A 7B8",Specialty Merchandise Store,Limited Partnership,83,Indoor,No,Minor,Non-Compliant,No,1-5 years,VIP Rooms,Yes,Yes,Yes,Yes,No,Valid,Pending,Yes,12,Moderate,Conditional Approval,Human Reviewed
LSL-00075,Tracy Wang,"Carson, Spencer and Frost",2022-12-16 22:23:19,"43905 Patel Haven Suite 701, Hamilton, ON, X2B 8R6",Specialty Merchandise Store,First Nations,63,Both,Yes,Minor,Non-Compliant,No,1-5 years,VIP Rooms,Yes,Yes,No,Yes,Yes,Expired,Approved,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00077,Robin Hernandez,Lynch Group,2022-12-30 14:50:17,"9722 Sampson Burg Suite 090, Markham, ON, J7X 1N4",Grocery Store,Partnership,176,Indoor,No,Minor,Compliant,No,Less than 1 year,None,No,Yes,Yes,No,No,Valid,Pending,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00078,Tonya Allen,"Patterson, Cruz and Ross",2022-11-01 2:04:50,"08286 Keith Isle, Mississauga, ON, P5R1M3",Athletic Club,Estate/Trust,287,Outdoor,Yes,Minor,Non-Compliant,Yes,1-5 years,Outdoor Seating,No,No,No,Yes,Yes,Expired,Pending,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00079,Robert Reyes,Griffin Group,2023-09-21 21:23:00,"94986 Harper Extensions, London, ON, B5A1L6",Bar / Sports Bar,Association,121,Indoor,Yes,Severe,Compliant,No,Less than 1 year,Outdoor Seating,No,No,Yes,Yes,No,Expired,Pending,No,12,Moderate,Conditional Approval,Human Reviewed
LSL-00080,Thomas Johnson,Peterson Ltd,2023-01-15 10:01:35,"650 Morales Ranch Apt. 323, London, ON, A4B6L7",Military,Municipality,297,Indoor,No,None,Compliant,No,Less than 1 year,VIP Rooms,No,No,No,No,No,Expired,Pending,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00081,Charles Casey,Arnold and Sons,2024-06-08 2:17:17,"56430 Carter Canyon, Windsor, ON, X3C3K2",Golf Course,Partnership,250,Both,Yes,Severe,Non-Compliant,Yes,1-5 years,Outdoor Seating,No,No,No,Yes,No,Expired,Approved,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00084,Sara Davis,"Bennett, Mullen and Rice",2023-03-07 10:56:04,"7187 Martin Dam, Toronto, ON, N1H 6G2",Automotive / Marina,Partnership,115,Both,No,None,Non-Compliant,No,1-5 years,Outdoor Seating,No,No,No,No,No,Expired,Approved,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00086,Andrew Walters,Banks Group,2023-05-12 15:42:26,"82621 Ramirez Ferry Apt. 053, Toronto, ON, X1S9S8",Speciality Food Store,Corporation,52,Outdoor,Yes,Multiple,Compliant,No,1-5 years,VIP Rooms,Yes,Yes,Yes,No,No,Valid,Pending,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00088,David Fields,Gallagher-Walters,2023-07-25 5:02:03,"3958 Nixon Wells Apt. 932, Richmond Hill, ON, L9B 9P6",Grocery Store,Federal Government,133,Indoor,No,Multiple,Compliant,No,More than 5 years,VIP Rooms,Yes,Yes,No,Yes,Yes,Valid,Approved,No,12,Moderate,Conditional Approval,Human Reviewed
LSL-00091,Cindy Nixon,Peters PLC,2024-01-27 20:48:58,"15484 Santos Garden, Vaughan, ON, L2E 5Y1",Big Box Retail Store,Sole Proprietor,271,Both,Yes,Minor,Non-Compliant,Yes,1-5 years,Outdoor Seating,Yes,No,Yes,Yes,No,Valid,Approved,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00092,Harry Young,"Kim, Morrison and Davidson",2024-09-13 16:39:51,"01003 Alexandra Extensions Suite 881, Windsor, ON, V9X 9R8",Department Store,Municipality,112,Both,No,Severe,Non-Compliant,No,Less than 1 year,Outdoor Seating,Yes,No,No,No,Yes,Expired,Approved,Yes,12,Moderate,Conditional Approval,Human Reviewed
LSL-00093,Jonathan Edwards,"Davis, Harding and Gibson",2024-04-23 2:00:44,"72622 Mary Springs, Brampton, ON, M3G6K8",Other,Partnership,295,Outdoor,Yes,Multiple,Compliant,No,1-5 years,Outdoor Seating,Yes,Yes,Yes,No,No,Expired,Pending,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00097,Michael Harris,Shannon-Gutierrez,2024-04-16 8:48:50,"8771 Lisa Cape, Richmond Hill, ON, Y3J 1J4",Golf Course,Provincial Government,296,Both,Yes,Minor,Non-Compliant,Yes,Less than 1 year,Outdoor Seating,Yes,No,No,No,No,Valid,Pending,No,7,Moderate,Conditional Approval,Human Reviewed
LSL-00098,Danny Watson,"Washington, Santiago and Newman",2024-10-03 3:15:06,"588 Byrd Valleys, Hamilton, ON, G9J4C6",Golf Course,Partnership,89,Indoor,Yes,Multiple,Non-Compliant,No,1-5 years,None,No,Yes,Yes,Yes,No,Expired,Pending,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00099,Travis Fisher,Lindsey-Lewis,2023-10-31 7:22:22,"2479 Rose Mill, Vaughan, ON, T3T 8C6",Motion Picture Theatre,Association,195,Indoor,No,None,Non-Compliant,Yes,More than 5 years,Outdoor Seating,Yes,Yes,Yes,Yes,Yes,Expired,Pending,Yes,11,Moderate,Conditional Approval,Human Reviewed
LSL-00100,Stephen Arnold,Burke-Johnson,2023-08-12 5:06:08,"61486 Jones Path Suite 634, Brampton, ON, B9R 2G4",Restaurant / Club,Provincial Government,177,Both,Yes,Minor,Non-Compliant,Yes,1-5 years,VIP Rooms,Yes,Yes,No,Yes,Yes,Valid,Pending,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00101,Alan Lynch,Herrera and Sons,2022-11-24 22:20:41,"66595 Miguel Pass Apt. 105, Windsor, ON, H8L 1Y2",Karaoke Bar / Restaurant,Sole Proprietor,197,Outdoor,No,Severe,Non-Compliant,No,More than 5 years,VIP Rooms,Yes,No,No,No,No,Valid,Approved,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00102,Darren Martinez,"Payne, Acevedo and White",2023-06-28 16:24:59,"996 Whitney Parkway, Markham, ON, L7K2K7",Educational Facility-Under 19 yrs of age,Provincial Government,269,Indoor,No,Severe,Non-Compliant,Yes,More than 5 years,Outdoor Seating,No,Yes,No,No,No,Valid,Approved,No,7,Moderate,Conditional Approval,Human Reviewed
LSL-00103,Jason Hall,Nichols-Smith,2023-07-10 2:00:15,"847 Woods Ridge Suite 296, London, ON, E2C4C5",Department Store,First Nations,264,Outdoor,No,Severe,Compliant,No,1-5 years,Outdoor Seating,Yes,Yes,Yes,No,No,Valid,Pending,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00105,Bobby Warren,Navarro-Miles,2024-06-30 11:18:28,"618 Carla Crossing Apt. 590, Toronto, ON, L2N 2H9",Community Centre,Provincial Government,224,Outdoor,No,Severe,Non-Compliant,Yes,1-5 years,Outdoor Seating,Yes,No,Yes,No,No,Valid,Pending,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00107,Kathryn Brown,Ortiz Ltd,2024-05-29 4:22:55,"6504 Austin Orchard, Vaughan, ON, X2B 7Y1",Community Centre,Partnership,71,Outdoor,Yes,Multiple,Compliant,No,1-5 years,Outdoor Seating,No,No,Yes,No,Yes,Expired,Approved,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00108,Sandra Valenzuela,Owens PLC,2023-02-04 4:21:19,"32369 Alyssa Lane, Toronto, ON, C6Y 7L5",Motion Picture Theatre,Estate/Trust,122,Outdoor,No,Minor,Compliant,Yes,1-5 years,None,Yes,Yes,Yes,No,Yes,Valid,Pending,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00109,Lee Michael,Christensen Ltd,2024-08-15 4:13:08,"62803 Martin Roads, Kitchener, ON, B5P 8H2",Karaoke Bar / Restaurant,Municipality,54,Both,No,Minor,Non-Compliant,No,1-5 years,Outdoor Seating,Yes,Yes,Yes,No,No,Expired,Approved,No,12,Moderate,Conditional Approval,Human Reviewed
LSL-00110,Tamara Roberson,"Walters, Reed and Wiggins",2023-02-27 13:46:17,"458 Kristin Squares Apt. 462, Brampton, ON, K3N 7R1",Karaoke Bar / Restaurant,Provincial Government,235,Outdoor,No,Minor,Compliant,Yes,1-5 years,None,Yes,Yes,No,Yes,Yes,Expired,Pending,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00112,Amy Bennett,Daniels Inc,2023-06-02 23:19:29,"21766 Huerta Ramp Suite 292, Toronto, ON, C2N 5Y6",Hair Salon / Barber Shop,Partnership,213,Both,Yes,Minor,Compliant,No,Less than 1 year,Outdoor Seating,Yes,Yes,No,No,No,Valid,Approved,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00113,Kristina Mcgrath,"Garrett, Young and Curry",2022-12-06 22:39:39,"2882 Alexander Stream Apt. 509, Mississauga, ON, C5K4Y9",Speciality Food Store,Provincial Government,63,Outdoor,No,Multiple,Compliant,Yes,1-5 years,VIP Rooms,No,No,Yes,No,Yes,Valid,Approved,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00114,Angel York,Larsen Group,2023-04-30 10:00:11,"12716 Bullock Stream Apt. 732, Windsor, ON, P2V 6H4",Place of Worship,Partnership,129,Outdoor,Yes,None,Non-Compliant,No,1-5 years,Outdoor Seating,No,No,Yes,No,No,Valid,Approved,No,7,Moderate,Conditional Approval,Human Reviewed
LSL-00116,Nancy Petersen,"Gibson, Garcia and Woodward",2023-07-14 6:03:31,"716 Jeffrey Greens Suite 077, Richmond Hill, ON, V5N 3Y1",Internet Cafe,Municipality,285,Both,No,Multiple,Compliant,Yes,Less than 1 year,Outdoor Seating,No,Yes,Yes,No,Yes,Valid,Pending,No,11,Moderate,Conditional Approval,Human Reviewed
